ID,TOTAL_COUNT,MALE,FEMALE,COLOUR,Min Latitude,Max Latitude,Min Longitude,Max Longitude
27144,13,7,5,2,40.60735092,40.60874796,-73.94012706,-73.93828419
27145,5,1,1,2,40.60735092,40.60874796,-73.93828419,-73.93644132
27146,2,1,1,2,40.60735092,40.60874796,-73.93644132,-73.93459846
27147,4,2,1,4,40.60735092,40.60874796,-73.93459846,-73.93275559
27148,11,5,6,2,40.60735092,40.60874796,-73.93275559,-73.93091273
27149,3,1,2,0,40.60735092,40.60874796,-73.93091273,-73.92906986
27150,4,4,0,4,40.60735092,40.60874796,-73.92906986,-73.927227
27151,12,3,9,0,40.60735092,40.60874796,-73.927227,-73.92538413
27152,16,4,7,0,40.60735092,40.60874796,-73.92538413,-73.92354127
27153,12,4,5,1,40.60735092,40.60874796,-73.92354127,-73.9216984
27154,5,1,1,2,40.60735092,40.60874796,-73.9216984,-73.91985553
27157,23,11,12,2,40.60735092,40.60874796,-73.9161698,-73.91432694
27158,4,3,1,4,40.60735092,40.60874796,-73.91432694,-73.91248407
27159,7,4,3,2,40.60735092,40.60874796,-73.91248407,-73.91064121
27160,3,3,0,4,40.60735092,40.60874796,-73.91064121,-73.90879834
27161,3,0,3,0,40.60735092,40.60874796,-73.90879834,-73.90695548
27162,2,1,1,2,40.60735092,40.60874796,-73.90695548,-73.90511261
27163,2,2,0,4,40.60735092,40.60874796,-73.90511261,-73.90326974
27167,1,0,1,0,40.60735092,40.60874796,-73.89774115,-73.89589828
27208,1,1,0,4,40.60735092,40.60874796,-73.82218366,-73.82034079
27209,9,4,4,2,40.60735092,40.60874796,-73.82034079,-73.81849793
27210,10,4,5,1,40.60735092,40.60874796,-73.81849793,-73.81665506
27211,13,4,4,2,40.60735092,40.60874796,-73.81665506,-73.81481219
27236,3,0,2,0,40.60735092,40.60874796,-73.77058342,-73.76874055
27237,5,3,2,4,40.60735092,40.60874796,-73.76874055,-73.76689769
27238,2,1,1,2,40.60735092,40.60874796,-73.76689769,-73.76505482
27239,16,3,11,0,40.60735092,40.60874796,-73.76505482,-73.76321196
27240,5,1,3,0,40.60735092,40.60874796,-73.76321196,-73.76136909
27241,44,11,33,0,40.60735092,40.60874796,-73.76136909,-73.75952623
27242,46,21,21,2,40.60735092,40.60874796,-73.75952623,-73.75768336
27243,37,17,19,2,40.60735092,40.60874796,-73.75768336,-73.7558405
27244,23,15,6,4,40.60735092,40.60874796,-73.7558405,-73.75399763
27245,19,8,9,2,40.60735092,40.60874796,-73.75399763,-73.75215476
27246,8,2,6,0,40.60735092,40.60874796,-73.75215476,-73.7503119
27247,29,9,18,0,40.60735092,40.60874796,-73.7503119,-73.74846903
27248,43,13,24,0,40.60735092,40.60874796,-73.74846903,-73.74662617
27249,7,4,3,2,40.60735092,40.60874796,-73.74662617,-73.7447833
27250,11,5,6,2,40.60735092,40.60874796,-73.7447833,-73.74294044
27340,4,0,4,0,40.60874796,40.61014499,-74.17048526,-74.16864239
27341,4,3,1,4,40.60874796,40.61014499,-74.16864239,-74.16679953
27342,5,2,3,0,40.60874796,40.61014499,-74.16679953,-74.16495666
27344,2,1,1,2,40.60874796,40.61014499,-74.16311379,-74.16127093
27345,23,10,9,2,40.60874796,40.61014499,-74.16127093,-74.15942806
27346,13,1,11,0,40.60874796,40.61014499,-74.15942806,-74.1575852
27347,17,9,8,2,40.60874796,40.61014499,-74.1575852,-74.15574233
27348,1,1,0,4,40.60874796,40.61014499,-74.15574233,-74.15389947
27349,15,6,6,2,40.60874796,40.61014499,-74.15389947,-74.1520566
27350,2,0,0,0,40.60874796,40.61014499,-74.1520566,-74.15021374
27351,10,1,2,0,40.60874796,40.61014499,-74.15021374,-74.14837087
27352,5,2,2,2,40.60874796,40.61014499,-74.14837087,-74.146528
27353,8,3,5,0,40.60874796,40.61014499,-74.146528,-74.14468514
27354,3,2,0,4,40.60874796,40.61014499,-74.14468514,-74.14284227
27355,6,6,0,4,40.60874796,40.61014499,-74.14284227,-74.14099941
27356,1,1,0,4,40.60874796,40.61014499,-74.14099941,-74.13915654
27357,8,1,7,0,40.60874796,40.61014499,-74.13915654,-74.13731368
27358,5,2,3,0,40.60874796,40.61014499,-74.13731368,-74.13547081
27359,4,3,1,4,40.60874796,40.61014499,-74.13547081,-74.13362794
27360,9,8,1,4,40.60874796,40.61014499,-74.13362794,-74.13178508
27361,8,6,1,4,40.60874796,40.61014499,-74.13178508,-74.12994221
27362,34,7,27,0,40.60874796,40.61014499,-74.12994221,-74.12809935
27363,6,4,2,4,40.60874796,40.61014499,-74.12809935,-74.12625648
27364,2,1,1,2,40.60874796,40.61014499,-74.12625648,-74.12441362
27365,3,2,1,4,40.60874796,40.61014499,-74.12441362,-74.12257075
27366,3,0,3,0,40.60874796,40.61014499,-74.12257075,-74.12072789
27367,38,7,27,0,40.60874796,40.61014499,-74.12072789,-74.11888502
27368,4,2,1,4,40.60874796,40.61014499,-74.11888502,-74.11704215
27369,9,0,3,0,40.60874796,40.61014499,-74.11704215,-74.11519929
27370,4,2,0,4,40.60874796,40.61014499,-74.11519929,-74.11335642
27376,21,7,7,2,40.60874796,40.61014499,-74.1041421,-74.10229923
27377,4,1,2,0,40.60874796,40.61014499,-74.10229923,-74.10045636
27378,4,3,1,4,40.60874796,40.61014499,-74.10045636,-74.0986135
27379,2,0,2,0,40.60874796,40.61014499,-74.0986135,-74.09677063
27380,1,0,1,0,40.60874796,40.61014499,-74.09677063,-74.09492777
27383,12,2,4,0,40.60874796,40.61014499,-74.09124204,-74.08939917
27384,19,8,7,2,40.60874796,40.61014499,-74.08939917,-74.0875563
27385,13,4,6,0,40.60874796,40.61014499,-74.0875563,-74.08571344
27386,14,3,10,0,40.60874796,40.61014499,-74.08571344,-74.08387057
27387,30,6,24,0,40.60874796,40.61014499,-74.08387057,-74.08202771
27388,2,0,2,0,40.60874796,40.61014499,-74.08202771,-74.08018484
27389,3,1,2,0,40.60874796,40.61014499,-74.08018484,-74.07834198
27390,5,2,3,0,40.60874796,40.61014499,-74.07834198,-74.07649911
27391,9,5,4,2,40.60874796,40.61014499,-74.07649911,-74.07465625
27392,7,5,2,4,40.60874796,40.61014499,-74.07465625,-74.07281338
27393,12,7,5,2,40.60874796,40.61014499,-74.07281338,-74.07097051
27394,21,9,12,1,40.60874796,40.61014499,-74.07097051,-74.06912765
27395,4,1,3,0,40.60874796,40.61014499,-74.06912765,-74.06728478
27396,11,3,7,0,40.60874796,40.61014499,-74.06728478,-74.06544192
27397,8,3,5,0,40.60874796,40.61014499,-74.06544192,-74.06359905
27398,10,2,7,0,40.60874796,40.61014499,-74.06359905,-74.06175619
27399,4,1,3,0,40.60874796,40.61014499,-74.06175619,-74.05991332
27400,1,0,1,0,40.60874796,40.61014499,-74.05991332,-74.05807046
27413,1,1,0,4,40.60874796,40.61014499,-74.03595607,-74.0341132
27419,1,0,0,0,40.60874796,40.61014499,-74.02489887,-74.02305601
27424,1,1,0,4,40.60874796,40.61014499,-74.01568455,-74.01384168
27425,28,12,15,1,40.60874796,40.61014499,-74.01384168,-74.01199881
27426,1,0,1,0,40.60874796,40.61014499,-74.01199881,-74.01015595
27427,10,3,6,0,40.60874796,40.61014499,-74.01015595,-74.00831308
27428,13,7,5,2,40.60874796,40.61014499,-74.00831308,-74.00647022
27429,18,11,5,4,40.60874796,40.61014499,-74.00647022,-74.00462735
27430,16,10,6,4,40.60874796,40.61014499,-74.00462735,-74.00278449
27431,19,5,10,0,40.60874796,40.61014499,-74.00278449,-74.00094162
27432,206,8,8,2,40.60874796,40.61014499,-74.00094162,-73.99909876
27433,49,17,31,0,40.60874796,40.61014499,-73.99909876,-73.99725589
27434,10,3,7,0,40.60874796,40.61014499,-73.99725589,-73.99541302
27435,26,10,14,1,40.60874796,40.61014499,-73.99541302,-73.99357016
27436,20,8,11,1,40.60874796,40.61014499,-73.99357016,-73.99172729
27437,15,8,7,2,40.60874796,40.61014499,-73.99172729,-73.98988443
27438,19,8,11,1,40.60874796,40.61014499,-73.98988443,-73.98804156
27439,18,8,10,1,40.60874796,40.61014499,-73.98804156,-73.9861987
27440,41,18,18,2,40.60874796,40.61014499,-73.9861987,-73.98435583
27441,36,8,27,0,40.60874796,40.61014499,-73.98435583,-73.98251297
27442,36,15,19,1,40.60874796,40.61014499,-73.98251297,-73.9806701
27443,42,17,25,1,40.60874796,40.61014499,-73.9806701,-73.97882723
27444,17,4,13,0,40.60874796,40.61014499,-73.97882723,-73.97698437
27445,11,4,7,0,40.60874796,40.61014499,-73.97698437,-73.9751415
27446,63,24,31,1,40.60874796,40.61014499,-73.9751415,-73.97329864
27447,19,9,6,4,40.60874796,40.61014499,-73.97329864,-73.97145577
27448,21,4,9,0,40.60874796,40.61014499,-73.97145577,-73.96961291
27449,14,3,5,0,40.60874796,40.61014499,-73.96961291,-73.96777004
27450,5,1,1,2,40.60874796,40.61014499,-73.96777004,-73.96592717
27451,5,2,3,0,40.60874796,40.61014499,-73.96592717,-73.96408431
27452,9,4,3,2,40.60874796,40.61014499,-73.96408431,-73.96224144
27453,29,10,13,1,40.60874796,40.61014499,-73.96224144,-73.96039858
27454,10,4,3,2,40.60874796,40.61014499,-73.96039858,-73.95855571
27455,182,43,44,2,40.60874796,40.61014499,-73.95855571,-73.95671285
27456,146,24,26,2,40.60874796,40.61014499,-73.95671285,-73.95486998
27457,33,16,16,2,40.60874796,40.61014499,-73.95486998,-73.95302712
27458,18,6,11,0,40.60874796,40.61014499,-73.95302712,-73.95118425
27459,7,4,3,2,40.60874796,40.61014499,-73.95118425,-73.94934138
27460,4,1,0,4,40.60874796,40.61014499,-73.94934138,-73.94749852
27461,3,2,1,4,40.60874796,40.61014499,-73.94749852,-73.94565565
27462,2,2,0,4,40.60874796,40.61014499,-73.94565565,-73.94381279
27463,7,3,4,1,40.60874796,40.61014499,-73.94381279,-73.94196992
27464,5,1,4,0,40.60874796,40.61014499,-73.94196992,-73.94012706
27465,9,4,4,2,40.60874796,40.61014499,-73.94012706,-73.93828419
27466,11,8,2,4,40.60874796,40.61014499,-73.93828419,-73.93644132
27467,5,1,3,0,40.60874796,40.61014499,-73.93644132,-73.93459846
27468,17,4,12,0,40.60874796,40.61014499,-73.93459846,-73.93275559
27469,18,5,10,0,40.60874796,40.61014499,-73.93275559,-73.93091273
27470,5,5,0,4,40.60874796,40.61014499,-73.93091273,-73.92906986
27471,14,9,4,4,40.60874796,40.61014499,-73.92906986,-73.927227
27472,7,1,6,0,40.60874796,40.61014499,-73.927227,-73.92538413
27473,40,14,10,2,40.60874796,40.61014499,-73.92538413,-73.92354127
27474,373,60,131,0,40.60874796,40.61014499,-73.92354127,-73.9216984
27475,14,4,5,1,40.60874796,40.61014499,-73.9216984,-73.91985553
27479,4,3,0,4,40.60874796,40.61014499,-73.91432694,-73.91248407
27480,16,6,10,0,40.60874796,40.61014499,-73.91248407,-73.91064121
27481,6,1,5,0,40.60874796,40.61014499,-73.91064121,-73.90879834
27482,2,1,1,2,40.60874796,40.61014499,-73.90879834,-73.90695548
27483,3,0,3,0,40.60874796,40.61014499,-73.90695548,-73.90511261
27484,1,1,0,4,40.60874796,40.61014499,-73.90511261,-73.90326974
27485,3,2,0,4,40.60874796,40.61014499,-73.90326974,-73.90142688
27530,3,1,1,2,40.60874796,40.61014499,-73.82034079,-73.81849793
27531,9,7,2,4,40.60874796,40.61014499,-73.81849793,-73.81665506
27557,1,0,1,0,40.60874796,40.61014499,-73.77058342,-73.76874055
27558,2,1,1,2,40.60874796,40.61014499,-73.76874055,-73.76689769
27559,8,4,4,2,40.60874796,40.61014499,-73.76689769,-73.76505482
27560,2,2,0,4,40.60874796,40.61014499,-73.76505482,-73.76321196
27563,18,6,10,0,40.60874796,40.61014499,-73.75952623,-73.75768336
27564,26,8,17,0,40.60874796,40.61014499,-73.75768336,-73.7558405
27565,32,11,17,0,40.60874796,40.61014499,-73.7558405,-73.75399763
27566,263,62,149,0,40.60874796,40.61014499,-73.75399763,-73.75215476
27567,161,36,107,0,40.60874796,40.61014499,-73.75215476,-73.7503119
27568,9,7,2,4,40.60874796,40.61014499,-73.7503119,-73.74846903
27569,7,1,3,0,40.60874796,40.61014499,-73.74846903,-73.74662617
27570,19,4,12,0,40.60874796,40.61014499,-73.74662617,-73.7447833
27652,1,1,0,4,40.61014499,40.61154203,-74.18707105,-74.18522818
27657,8,2,5,0,40.61014499,40.61154203,-74.17785672,-74.17601385
27661,4,0,3,0,40.61014499,40.61154203,-74.17048526,-74.16864239
27662,7,4,2,4,40.61014499,40.61154203,-74.16864239,-74.16679953
27663,3,1,2,0,40.61014499,40.61154203,-74.16679953,-74.16495666
27664,1,0,1,0,40.61014499,40.61154203,-74.16495666,-74.16311379
27665,4,1,3,0,40.61014499,40.61154203,-74.16311379,-74.16127093
27666,13,3,5,0,40.61014499,40.61154203,-74.16127093,-74.15942806
27667,11,5,5,2,40.61014499,40.61154203,-74.15942806,-74.1575852
27668,5,3,2,4,40.61014499,40.61154203,-74.1575852,-74.15574233
27671,1,1,0,4,40.61014499,40.61154203,-74.1520566,-74.15021374
27672,9,4,4,2,40.61014499,40.61154203,-74.15021374,-74.14837087
27673,1,0,1,0,40.61014499,40.61154203,-74.14837087,-74.146528
27674,18,10,7,2,40.61014499,40.61154203,-74.146528,-74.14468514
27675,2,0,2,0,40.61014499,40.61154203,-74.14468514,-74.14284227
27676,8,3,4,1,40.61014499,40.61154203,-74.14284227,-74.14099941
27677,5,1,3,0,40.61014499,40.61154203,-74.14099941,-74.13915654
27678,3,0,3,0,40.61014499,40.61154203,-74.13915654,-74.13731368
27679,9,4,5,1,40.61014499,40.61154203,-74.13731368,-74.13547081
27680,9,6,3,4,40.61014499,40.61154203,-74.13547081,-74.13362794
27681,18,9,9,2,40.61014499,40.61154203,-74.13362794,-74.13178508
27682,13,7,4,4,40.61014499,40.61154203,-74.13178508,-74.12994221
27683,2,1,1,2,40.61014499,40.61154203,-74.12994221,-74.12809935
27686,3,3,0,4,40.61014499,40.61154203,-74.12441362,-74.12257075
27687,4,2,2,2,40.61014499,40.61154203,-74.12257075,-74.12072789
27688,1,1,0,4,40.61014499,40.61154203,-74.12072789,-74.11888502
27689,1,1,0,4,40.61014499,40.61154203,-74.11888502,-74.11704215
27690,8,0,2,0,40.61014499,40.61154203,-74.11704215,-74.11519929
27691,1,1,0,4,40.61014499,40.61154203,-74.11519929,-74.11335642
27694,1,1,0,4,40.61014499,40.61154203,-74.10967069,-74.10782783
27695,1,1,0,4,40.61014499,40.61154203,-74.10782783,-74.10598496
27696,8,4,1,4,40.61014499,40.61154203,-74.10598496,-74.1041421
27697,1,0,1,0,40.61014499,40.61154203,-74.1041421,-74.10229923
27698,6,1,4,0,40.61014499,40.61154203,-74.10229923,-74.10045636
27699,3,0,1,0,40.61014499,40.61154203,-74.10045636,-74.0986135
27700,15,3,3,2,40.61014499,40.61154203,-74.0986135,-74.09677063
27702,13,2,10,0,40.61014499,40.61154203,-74.09492777,-74.0930849
27704,8,2,4,0,40.61014499,40.61154203,-74.09124204,-74.08939917
27705,42,18,15,2,40.61014499,40.61154203,-74.08939917,-74.0875563
27706,32,11,15,1,40.61014499,40.61154203,-74.0875563,-74.08571344
27707,14,2,10,0,40.61014499,40.61154203,-74.08571344,-74.08387057
27708,19,5,12,0,40.61014499,40.61154203,-74.08387057,-74.08202771
27709,6,1,5,0,40.61014499,40.61154203,-74.08202771,-74.08018484
27710,7,4,3,2,40.61014499,40.61154203,-74.08018484,-74.07834198
27711,3,2,1,4,40.61014499,40.61154203,-74.07834198,-74.07649911
27712,3,0,3,0,40.61014499,40.61154203,-74.07649911,-74.07465625
27713,10,3,7,0,40.61014499,40.61154203,-74.07465625,-74.07281338
27714,5,2,3,0,40.61014499,40.61154203,-74.07281338,-74.07097051
27715,22,8,13,0,40.61014499,40.61154203,-74.07097051,-74.06912765
27716,10,6,4,4,40.61014499,40.61154203,-74.06912765,-74.06728478
27717,4,2,2,2,40.61014499,40.61154203,-74.06728478,-74.06544192
27718,31,15,16,2,40.61014499,40.61154203,-74.06544192,-74.06359905
27719,6,2,2,2,40.61014499,40.61154203,-74.06359905,-74.06175619
27720,6,5,1,4,40.61014499,40.61154203,-74.06175619,-74.05991332
27734,9,4,1,4,40.61014499,40.61154203,-74.03595607,-74.0341132
27735,1,0,1,0,40.61014499,40.61154203,-74.0341132,-74.03227034
27738,1,0,1,0,40.61014499,40.61154203,-74.02858461,-74.02674174
27745,9,4,3,2,40.61014499,40.61154203,-74.01568455,-74.01384168
27746,7,3,3,2,40.61014499,40.61154203,-74.01384168,-74.01199881
27747,21,7,14,0,40.61014499,40.61154203,-74.01199881,-74.01015595
27748,120,8,6,2,40.61014499,40.61154203,-74.01015595,-74.00831308
27749,15,5,7,1,40.61014499,40.61154203,-74.00831308,-74.00647022
27750,9,6,2,4,40.61014499,40.61154203,-74.00647022,-74.00462735
27751,10,7,3,4,40.61014499,40.61154203,-74.00462735,-74.00278449
27752,38,12,18,0,40.61014499,40.61154203,-74.00278449,-74.00094162
27753,45,14,21,0,40.61014499,40.61154203,-74.00094162,-73.99909876
27754,15,6,9,0,40.61014499,40.61154203,-73.99909876,-73.99725589
27755,30,12,17,1,40.61014499,40.61154203,-73.99725589,-73.99541302
27756,11,3,6,0,40.61014499,40.61154203,-73.99541302,-73.99357016
27757,31,16,13,2,40.61014499,40.61154203,-73.99357016,-73.99172729
27758,25,13,10,2,40.61014499,40.61154203,-73.99172729,-73.98988443
27759,8,3,5,0,40.61014499,40.61154203,-73.98988443,-73.98804156
27760,22,13,8,4,40.61014499,40.61154203,-73.98804156,-73.9861987
27761,60,18,28,0,40.61014499,40.61154203,-73.9861987,-73.98435583
27762,127,11,6,4,40.61014499,40.61154203,-73.98435583,-73.98251297
27763,27,8,10,1,40.61014499,40.61154203,-73.98251297,-73.9806701
27764,5,4,0,4,40.61014499,40.61154203,-73.9806701,-73.97882723
27765,36,13,21,0,40.61014499,40.61154203,-73.97882723,-73.97698437
27766,46,24,17,2,40.61014499,40.61154203,-73.97698437,-73.9751415
27767,11,3,5,0,40.61014499,40.61154203,-73.9751415,-73.97329864
27768,34,14,11,2,40.61014499,40.61154203,-73.97329864,-73.97145577
27769,7,1,5,0,40.61014499,40.61154203,-73.97145577,-73.96961291
27770,43,16,27,0,40.61014499,40.61154203,-73.96961291,-73.96777004
27771,3,1,2,0,40.61014499,40.61154203,-73.96777004,-73.96592717
27772,8,2,6,0,40.61014499,40.61154203,-73.96592717,-73.96408431
27773,99,40,22,4,40.61014499,40.61154203,-73.96408431,-73.96224144
27774,42,14,24,0,40.61014499,40.61154203,-73.96224144,-73.96039858
27775,10,2,7,0,40.61014499,40.61154203,-73.96039858,-73.95855571
27776,14,5,3,4,40.61014499,40.61154203,-73.95855571,-73.95671285
27777,16,6,7,2,40.61014499,40.61154203,-73.95671285,-73.95486998
27778,31,16,12,2,40.61014499,40.61154203,-73.95486998,-73.95302712
27779,12,4,8,0,40.61014499,40.61154203,-73.95302712,-73.95118425
27780,11,5,5,2,40.61014499,40.61154203,-73.95118425,-73.94934138
27781,17,4,9,0,40.61014499,40.61154203,-73.94934138,-73.94749852
27782,1,0,1,0,40.61014499,40.61154203,-73.94749852,-73.94565565
27783,18,13,4,4,40.61014499,40.61154203,-73.94565565,-73.94381279
27784,4,0,3,0,40.61014499,40.61154203,-73.94381279,-73.94196992
27785,2,2,0,4,40.61014499,40.61154203,-73.94196992,-73.94012706
27786,5,3,2,4,40.61014499,40.61154203,-73.94012706,-73.93828419
27787,21,6,15,0,40.61014499,40.61154203,-73.93828419,-73.93644132
27788,7,2,5,0,40.61014499,40.61154203,-73.93644132,-73.93459846
27790,5,3,2,4,40.61014499,40.61154203,-73.93275559,-73.93091273
27791,22,11,11,2,40.61014499,40.61154203,-73.93091273,-73.92906986
27792,5,3,2,4,40.61014499,40.61154203,-73.92906986,-73.927227
27793,9,4,3,2,40.61014499,40.61154203,-73.927227,-73.92538413
27794,12,2,2,2,40.61014499,40.61154203,-73.92538413,-73.92354127
27795,34,13,17,1,40.61014499,40.61154203,-73.92354127,-73.9216984
27796,335,20,37,0,40.61014499,40.61154203,-73.9216984,-73.91985553
27800,3,0,2,0,40.61014499,40.61154203,-73.91432694,-73.91248407
27801,3,2,1,4,40.61014499,40.61154203,-73.91248407,-73.91064121
27802,9,4,5,1,40.61014499,40.61154203,-73.91064121,-73.90879834
27803,4,1,3,0,40.61014499,40.61154203,-73.90879834,-73.90695548
27804,5,1,3,0,40.61014499,40.61154203,-73.90695548,-73.90511261
27851,11,2,9,0,40.61014499,40.61154203,-73.82034079,-73.81849793
27877,2,2,0,4,40.61014499,40.61154203,-73.77242629,-73.77058342
27878,1,1,0,4,40.61014499,40.61154203,-73.77058342,-73.76874055
27879,1,1,0,4,40.61014499,40.61154203,-73.76874055,-73.76689769
27880,2,1,1,2,40.61014499,40.61154203,-73.76689769,-73.76505482
27881,15,6,9,0,40.61014499,40.61154203,-73.76505482,-73.76321196
27889,4,2,1,4,40.61014499,40.61154203,-73.7503119,-73.74846903
27890,2,1,1,2,40.61014499,40.61154203,-73.74846903,-73.74662617
27891,22,18,4,4,40.61014499,40.61154203,-73.74662617,-73.7447833
27979,1,0,0,0,40.61154203,40.61293906,-74.17601385,-74.17417099
27983,14,9,5,4,40.61154203,40.61293906,-74.16864239,-74.16679953
27984,10,4,6,0,40.61154203,40.61293906,-74.16679953,-74.16495666
27985,7,5,2,4,40.61154203,40.61293906,-74.16495666,-74.16311379
27986,11,6,5,2,40.61154203,40.61293906,-74.16311379,-74.16127093
27987,16,6,10,0,40.61154203,40.61293906,-74.16127093,-74.15942806
27988,18,4,10,0,40.61154203,40.61293906,-74.15942806,-74.1575852
27991,2,2,0,4,40.61154203,40.61293906,-74.15389947,-74.1520566
27992,3,1,2,0,40.61154203,40.61293906,-74.1520566,-74.15021374
27993,1,0,1,0,40.61154203,40.61293906,-74.15021374,-74.14837087
27994,6,4,2,4,40.61154203,40.61293906,-74.14837087,-74.146528
27995,2,2,0,4,40.61154203,40.61293906,-74.146528,-74.14468514
27996,2,0,2,0,40.61154203,40.61293906,-74.14468514,-74.14284227
27997,8,6,2,4,40.61154203,40.61293906,-74.14284227,-74.14099941
27998,2,1,1,2,40.61154203,40.61293906,-74.14099941,-74.13915654
27999,10,5,3,4,40.61154203,40.61293906,-74.13915654,-74.13731368
28000,6,2,3,0,40.61154203,40.61293906,-74.13731368,-74.13547081
28002,23,12,5,4,40.61154203,40.61293906,-74.13362794,-74.13178508
28003,6,1,4,0,40.61154203,40.61293906,-74.13178508,-74.12994221
28004,57,6,8,1,40.61154203,40.61293906,-74.12994221,-74.12809935
28005,10,5,4,2,40.61154203,40.61293906,-74.12809935,-74.12625648
28006,7,2,3,0,40.61154203,40.61293906,-74.12625648,-74.12441362
28008,6,4,1,4,40.61154203,40.61293906,-74.12257075,-74.12072789
28009,1,1,0,4,40.61154203,40.61293906,-74.12072789,-74.11888502
28010,2,2,0,4,40.61154203,40.61293906,-74.11888502,-74.11704215
28011,1,0,1,0,40.61154203,40.61293906,-74.11704215,-74.11519929
28012,3,1,1,2,40.61154203,40.61293906,-74.11519929,-74.11335642
28013,2,0,2,0,40.61154203,40.61293906,-74.11335642,-74.11151356
28014,2,2,0,4,40.61154203,40.61293906,-74.11151356,-74.10967069
28015,2,1,1,2,40.61154203,40.61293906,-74.10967069,-74.10782783
28016,3,1,2,0,40.61154203,40.61293906,-74.10782783,-74.10598496
28017,6,1,5,0,40.61154203,40.61293906,-74.10598496,-74.1041421
28018,9,4,5,1,40.61154203,40.61293906,-74.1041421,-74.10229923
28019,7,4,2,4,40.61154203,40.61293906,-74.10229923,-74.10045636
28020,4,3,1,4,40.61154203,40.61293906,-74.10045636,-74.0986135
28021,6,0,5,0,40.61154203,40.61293906,-74.0986135,-74.09677063
28023,14,9,3,4,40.61154203,40.61293906,-74.09492777,-74.0930849
28026,26,4,15,0,40.61154203,40.61293906,-74.08939917,-74.0875563
28027,18,6,10,0,40.61154203,40.61293906,-74.0875563,-74.08571344
28028,11,3,5,0,40.61154203,40.61293906,-74.08571344,-74.08387057
28029,216,33,164,0,40.61154203,40.61293906,-74.08387057,-74.08202771
28030,8,2,6,0,40.61154203,40.61293906,-74.08202771,-74.08018484
28031,14,7,6,2,40.61154203,40.61293906,-74.08018484,-74.07834198
28032,6,4,2,4,40.61154203,40.61293906,-74.07834198,-74.07649911
28033,6,2,4,0,40.61154203,40.61293906,-74.07649911,-74.07465625
28034,13,1,11,0,40.61154203,40.61293906,-74.07465625,-74.07281338
28035,20,8,9,2,40.61154203,40.61293906,-74.07281338,-74.07097051
28036,16,7,6,2,40.61154203,40.61293906,-74.07097051,-74.06912765
28037,9,3,6,0,40.61154203,40.61293906,-74.06912765,-74.06728478
28038,8,5,3,4,40.61154203,40.61293906,-74.06728478,-74.06544192
28039,18,9,6,4,40.61154203,40.61293906,-74.06544192,-74.06359905
28040,6,3,3,2,40.61154203,40.61293906,-74.06359905,-74.06175619
28054,1,0,0,0,40.61154203,40.61293906,-74.03779893,-74.03595607
28055,11,3,8,0,40.61154203,40.61293906,-74.03595607,-74.0341132
28056,10,8,1,4,40.61154203,40.61293906,-74.0341132,-74.03227034
28057,6,2,1,4,40.61154203,40.61293906,-74.03227034,-74.03042747
28058,2,1,1,2,40.61154203,40.61293906,-74.03042747,-74.02858461
28060,1,0,0,0,40.61154203,40.61293906,-74.02674174,-74.02489887
28067,7,4,2,4,40.61154203,40.61293906,-74.01384168,-74.01199881
28068,31,12,7,4,40.61154203,40.61293906,-74.01199881,-74.01015595
28069,25,5,13,0,40.61154203,40.61293906,-74.01015595,-74.00831308
28070,9,4,5,1,40.61154203,40.61293906,-74.00831308,-74.00647022
28071,4,2,2,2,40.61154203,40.61293906,-74.00647022,-74.00462735
28072,9,6,2,4,40.61154203,40.61293906,-74.00462735,-74.00278449
28073,31,11,14,1,40.61154203,40.61293906,-74.00278449,-74.00094162
28074,58,21,32,0,40.61154203,40.61293906,-74.00094162,-73.99909876
28075,13,3,8,0,40.61154203,40.61293906,-73.99909876,-73.99725589
28076,38,12,22,0,40.61154203,40.61293906,-73.99725589,-73.99541302
28077,16,6,9,0,40.61154203,40.61293906,-73.99541302,-73.99357016
28078,17,8,8,2,40.61154203,40.61293906,-73.99357016,-73.99172729
28079,21,12,6,4,40.61154203,40.61293906,-73.99172729,-73.98988443
28080,30,17,12,2,40.61154203,40.61293906,-73.98988443,-73.98804156
28081,13,2,9,0,40.61154203,40.61293906,-73.98804156,-73.9861987
28082,27,7,19,0,40.61154203,40.61293906,-73.9861987,-73.98435583
28083,47,18,23,1,40.61154203,40.61293906,-73.98435583,-73.98251297
28084,80,32,46,1,40.61154203,40.61293906,-73.98251297,-73.9806701
28085,70,28,36,1,40.61154203,40.61293906,-73.9806701,-73.97882723
28086,24,6,17,0,40.61154203,40.61293906,-73.97882723,-73.97698437
28087,28,10,13,1,40.61154203,40.61293906,-73.97698437,-73.9751415
28088,41,23,16,2,40.61154203,40.61293906,-73.9751415,-73.97329864
28089,12,8,4,4,40.61154203,40.61293906,-73.97329864,-73.97145577
28090,11,7,4,4,40.61154203,40.61293906,-73.97145577,-73.96961291
28091,3,1,1,2,40.61154203,40.61293906,-73.96961291,-73.96777004
28092,7,5,2,4,40.61154203,40.61293906,-73.96777004,-73.96592717
28093,7,4,3,2,40.61154203,40.61293906,-73.96592717,-73.96408431
28094,8,2,5,0,40.61154203,40.61293906,-73.96408431,-73.96224144
28095,4,0,4,0,40.61154203,40.61293906,-73.96224144,-73.96039858
28096,56,17,38,0,40.61154203,40.61293906,-73.96039858,-73.95855571
28097,17,6,9,0,40.61154203,40.61293906,-73.95855571,-73.95671285
